model,clip_content,clip_content_std,style_strength,clip_style,clip_style_std
baseline,0.40887451171875,0.051891765355666246,1.0,,
dreambooth_contemporaryrealism,0.43206787109375,0.05781981834279833,1.0567248843110912,0.432708740234375,0.059896599550460186
dreambooth_newrealism,0.444244384765625,0.05880317613624092,1.0865054485744141,0.38604736328125,0.05055593978281115
ti_sksstyle,0.428924560546875,0.04927763028237298,1.0490371697268248,0.43804931640625,0.031230383915216382
